DISPANCESLR, INCLINOMETERYMAX, INCLINOMETERYZC, GROUNDSPEED, DEPTH, INCLINOMETERXZC, MEPOWER, METORQUE, INCLINOMETERXMAX, TRANSVERSEGROUNDSPEED, WINDANGLE, WINDSPEED, MEFOFLOW, DEPTHOFFSET, INCLINOMETERYMIN, COMMANDEDRUDDERANGLE, VESSELHEAD, LATITUDE, MERPM, RUDDERANGLE, SPEEDKNOTS, LONGTITUDE, INCLINOMETERXMIN, GEFOTOTALVOLUME, GEFOFLOW, WATERSPEED, TRACKDEGREES, MEFOTOTALVOLUME, TOTALACCUMULATEDDISTANCE, TIMESTAMP
69690.88,14.62,0.48,4.4,-0.09,6961.44,19.95,33.87,0,-118.17,26,-1.96,6.93,3143.22,0,3.7,-1.47,237.04,14.5,51.9,-4.07,12464.48,5,8264,-0.43,13.64,230.57,69183.27,3875,1/13/2013 9:47
69692,14.61,0.43,2.2,31.31,-0.1,6833.59,19.77,0,-119.35,28,-1.76,5.77,3141.93,0,3.1,-1.35,236.65,14.53,51.91,-3.43,12462.58,5.2,8289.6,-0.43,13.59,230.33,69184.4,3888.4,1/13/2013 9:52
69693.12,14.77,0.81,3,31.98,-0.09,7170.21,19.41,0,26,-1.69,-118.11,6.36,3140.66,0,3.81,-1.83,237.14,14.6,52.04,-4.04,12460.74,5,8315,-0.43,13.53,231.57,69185.49,3901.6,1/13/2013 9:57
69694.21,14.83,0.6,3.4,30.72,-0.1,7056.35,0,19.65,28,-1.54,-116.39,6.51,3139.42,0,4.31,-1.62,236.98,14.66,51.84,-4.61,12458.88,5,8340,-0.43,13.54,231.83,69186.59,3915.2,1/13/2013 10:02
69695.4,14.88,0.46,2,29.99,-0.1,6988.75,19.72,0,-1.4,6.68,26,-116.5,3138.13,0,2.72,-1.48,234.9,52,-2.9,14.7,12456.96,5,8365,-0.43,13.54,230.57,69187.8,3928.6,1/13/2013 10:07
69696.52,15.08,3.4,0.42,0,30.25,-0.1,6956.93,21.19,-1.31,-112.06,6.44,26,3136.9,2.96,234.86,0,-1.43,51.98,-3.24,14.81,12455.17,8390.4,-0.44,5.2,230.71,13.55,3942,69188.89,1/13/2013 10:12
69697.6,15.06,2.6,0.47,0,32.29,-0.1,7004.57,19.86,-1.13,-113.26,6.84,26,3135.61,3.47,235.1,0,-1.46,51.95,-3.67,14.83,12453.26,8415.6,-0.42,4.8,231.5,13.6,3955.2,69189.99,1/13/2013 10:17
69698.81,15.18,1.2,0.28,0,38.22,-0.12,6905.24,20.69,-0.91,-117.33,6.73,28,3134.34,2.92,0,233.06,-1.47,51.77,-3.23,14.8,12451.38,8440.4,-0.4,5,230.43,13.74,3968.4,69191.21,1/13/2013 10:22
69699.95,15,3.6,0.74,0,21.27,40.71,-0.11,6799.01,-0.77,-110.27,6.06,26,3133.06,2.61,0,232.13,-1.6,51.77,-2.53,14.74,12449.54,8465,-0.43,5,13.69,230,3981.4,69192.3,1/13/2013 10:27
69701.05,14.96,2.4,0.21,0,20.36,40.94,-0.1,6868.08,-0.72,-115.61,6.59,26,3131.73,2.41,0,231.25,-1.37,52.07,-2.7,14.69,12447.71,8490,-0.41,5,13.71,228.33,3994.4,69193.44,1/13/2013 10:32
14.83,1.6,69702.25,0.22,0,20.7,41.14,-0.1,6878.29,-0.96,-111.22,6.72,26,3130.37,2.53,0,-1.27,231.73,51.73,-2.83,14.58,12445.88,8515.2,-0.45,5,228.71,13.66,4007.6,69194.64,1/13/2013 10:37
2,69703.37,14.86,0.39,0,20.79,39.52,-0.07,6939.06,-0.93,-110.74,6.39,26,3129.07,2.9,0,-1.51,232.1,14.51,52.04,-3.19,12444.1,8540,-0.45,5,229.14,13.55,4020.8,69195.74,1/13/2013 10:42
2,69704.48,14.82,0.28,0,20.67,41.28,-0.1,6886.48,-0.8,-108.71,6.19,26,3127.75,2.7,0,-1.4,231.88,14.53,51.81,-2.96,12442.27,8565.4,-0.43,5.2,229.83,13.66,69196.86,4034,1/13/2013 10:47
1.8,69705.57,14.75,0.18,0,6597.87,21.15,42.46,-0.07,-0.61,-110.48,5.58,26,3126.43,3.68,0,-1.83,225.41,14.38,52.03,-0.75,12440.48,8590,-0.44,4.8,225.14,13.51,69197.98,4046.8,1/13/2013 10:52
3.4,69706.69,14.56,1.03,7345.33,19.7,42.55,-0.13,0,-0.46,-111.61,6.21,28,3125.04,8.31,0,-1.79,232.67,14.34,52.03,-8.39,12438.82,8615.2,-0.41,5.2,229.83,13.38,69199.05,4060.4,1/13/2013 10:57
1.8,69707.86,14.64,0.4,7069.6,19.85,41.25,-0.11,0,-0.59,-114.73,6.77,26,3123.83,3.93,0,-1.38,235.36,14.42,52.02,-2.7,12436.93,8641,-0.43,5,233.29,13.49,69200.24,4073.8,1/13/2013 11:02
3.2,69708.95,14.85,0.69,6878.84,20.41,39.95,-0.09,0,-0.49,-112,6.27,28,3122.64,0,-1.63,235.79,2.96,14.51,52.01,-1.06,12435,5,8666,-0.45,13.55,233.86,69201.35,4087.4,1/13/2013 11:07
0.45,4.4,69710.07,14.77,19.62,41.26,-0.05,7367.4,0,-0.69,-98.43,6.54,27.5,3121.65,6.11,0,-1.37,249.98,-6.74,14.39,52.04,12433.1,5,8688.5,-0.48,13.44,245.5,69202.43,4099.5,1/13/2013 11:12
69711.24,14.69,0.75,4,20.5,41.02,-0.08,7057.27,0,-0.87,-92.1,5.68,26,3120.94,4.67,0,-1.63,252.73,-5.2,14.4,51.99,12430.88,5.2,8711.4,-0.45,13.42,250.71,69203.63,4111.8,1/13/2013 11:17
69712.32,14.6,0.5,2.4,20.26,39.82,-0.05,6587.75,0,-0.61,-114.5,5.64,26,3120.19,2.84,0,-1.74,236.31,0.06,14.19,51.95,12428.75,5.2,8737.6,-0.49,13.19,238.43,69204.7,4125,1/13/2013 11:22
69713.42,14.58,0.08,1,21,38.91,-0.07,0,7135.27,-0.05,-108.73,5.09,28,3118.99,1.47,0,-1.43,230.85,-1.7,14.44,52.02,12426.85,5.2,8764,-0.48,13.35,231.5,69205.79,4138.4,1/13/2013 11:27
69714.59,14.87,0.43,2.6,21.36,37.76,-0.07,0,6823.84,-0.01,-109.95,5.42,26,3117.74,0,-1.59,230.73,1.97,-2.33,14.58,51.86,12425,5.2,8789.8,-0.47,13.47,231.43,69206.98,4151.4,1/13/2013 11:32
69715.77,14.97,0.42,2.8,20.58,36.03,-0.08,0,6937.94,0.08,-115.49,5.57,26.67,3116.41,0,-1.55,230.37,1.99,-2.27,14.61,52.1,12423.02,5,8817.5,-0.47,13.54,231.43,69208.14,4166,1/13/2013 11:37
69716.89,15.06,0.49,3.2,20.73,34.86,-0.06,0,6833.69,0.2,-107.16,5.9,26,3115.08,2.07,0,-1.68,230.23,-2.39,14.63,51.94,12421.05,5,8845,-0.46,13.6,231.71,69209.27,4180.6,1/13/2013 11:42
69718,14.92,0.15,0.4,19.73,33.77,-0.06,0,6823.38,0.26,6.49,26,-108.29,3113.83,2.16,0,-1.3,230.2,-2.53,14.6,52.15,12419.17,5,8870,-0.47,13.59,232,69210.37,4193.8,1/13/2013 11:47
69719.17,14.82,0.4,1.6,20,34.39,-0.11,0,6943.32,-111.12,0.39,6.12,26,3112.59,2.43,0,-1.43,230.13,-2.67,14.58,51.87,12417.29,4.8,8894.6,-0.43,13.61,232.71,69211.56,4207,1/13/2013 11:52
69720.3,14.89,0.28,2.4,21.03,35.2,-0.08,0,6869,-113.6,0.57,6.74,28,3111.43,2.33,0,-1.58,230.16,-2.64,14.5,51.83,12415.49,5,8919.2,-0.45,13.63,233,69212.69,4220.4,1/13/2013 11:57
69721.42,14.75,0.33,1,21.25,35.43,-0.07,0,6738.49,-110.19,0.63,6.19,24,3110.18,2.47,0,-1.65,226.38,-2.59,14.41,51.97,12413.57,5,-0.46,8944,13.58,230.5,69213.78,4233.2,1/13/2013 12:02
14.75,69722.59,0.28,2.2,-0.08,0,20.82,34.84,6885.1,28,-112.23,0.67,6.97,3108.84,2.13,-1.61,224.71,0,-2.43,14.33,51.99,12411.79,-0.44,5.4,8969.8,13.57,228,69214.98,4246.4,1/13/2013 12:07
14.74,0.19,1.2,69723.7,-0.1,0,6884.18,21.04,33.36,26,0.67,-108.27,7.67,3107.55,-1.37,225.09,2.33,0,52.16,-2.64,14.33,12410.08,-0.45,5,8996,13.59,228.14,4259.6,69216.1,1/13/2013 12:12
14.59,0.17,1.2,69724.83,-0.11,0,7044.03,20.26,32.22,26,0.69,-102.91,7.44,3106.22,-1.4,225.28,2.64,0,52,14.3,-2.9,12408.31,-0.45,5,9021,13.55,228.33,4273,69217.19,1/13/2013 12:17
14.59,0.1,1,69725.99,-0.09,0,6966.22,20.04,31.2,28,0.78,-108.3,7.52,3104.89,-1.57,224.9,2.1,0,51.81,14.3,-2.4,12406.53,-0.44,5,9046,13.55,228.71,4286.4,69218.37,1/13/2013 12:22
14.57,0.39,3.2,69727.11,-0.08,0,7044.01,19.77,30.51,26,0.91,-105.14,7.83,3103.62,-1.6,230.24,2.43,0,51.95,-2.51,14.31,12404.78,-0.45,5,9071,13.52,232.29,4299.8,69219.49,1/13/2013 12:27
14.55,69728.22,0.3,1.8,-0.1,0,6843.07,20.7,29.95,28,0.7,-109.03,8.21,3102.47,-1.8,229.5,4.73,0,51.96,-5.14,14.1,12402.82,-0.42,5,9096,13.4,235.17,4313.4,69220.6,1/13/2013 12:32
14.24,69729.37,0.3,2.2,-0.07,0,7200.11,19.97,29.13,26,0.93,-112.17,7.25,3101.27,-1.41,226.57,2.6,0,-2.93,14.05,52.08,12401.02,-0.44,5,9121,13.44,230.57,4326.6,69221.75,1/13/2013 12:37
14.34,69730.49,0.29,1.4,-0.09,0,7071.99,19.97,28.6,26,0.97,-107.87,7.94,3100.06,-1.63,225.62,2.23,0,51.76,-2.46,14.1,12399.28,-0.45,5,9146,13.52,229.83,4340,69222.86,1/13/2013 12:42
14.23,69731.6,0.13,0.8,-0.06,0,6889.7,20.15,29.73,28,-116.3,7.52,1.03,3098.78,-1.51,2.23,0,223.33,51.85,-1.68,13.95,12397.52,-0.48,5,9171,13.53,228.43,69223.97,4353.4,1/13/2013 12:47
14.19,69732.68,0.51,2.6,-0.05,0,6945.8,20.27,32.06,26,-109.01,7.97,1.12,3097.46,-1.72,2.39,0,222.3,52.11,-2.74,13.99,12395.81,-0.48,5,9196,13.56,227.57,69225.06,4366.6,1/13/2013 12:52
14.19,69733.79,0.19,1.4,-0.07,0,7054.14,19.56,32.91,27.5,1.18,-113.81,7.57,3096.21,222.08,-1.47,2.27,0,52.26,-2.54,13.96,12394.2,-0.47,5,9218.5,13.54,227.67,69226.17,4378.75,1/13/2013 12:57
14.21,69734.99,0.2,1,-0.1,0,7251.43,19.28,31.98,26,1.31,-106.92,7.52,3094.91,221.84,-1.55,1.83,0,51.9,-2.17,13.95,12392.52,-0.44,4.8,9240.2,13.57,227.29,4390.6,69227.37,1/13/2013 13:02
14.24,69736.11,0.26,1.4,-0.03,0,6856.13,21.27,33.12,26,1.26,-111.56,7.16,3093.61,221.93,-1.49,1.9,0,52.04,-2.23,13.96,12390.84,-0.49,5.2,9266,13.65,227.71,4404,69228.47,1/13/2013 13:07
0.25,69737.21,14.13,1.4,36.32,-0.05,6672,21.19,0,-116.96,26,1.27,6.73,3092.26,2.73,0,-1.83,218.97,13.76,52.05,-2,12389.11,5.2,9292,-0.46,13.67,226.17,69229.58,4417.2,1/13/2013 13:12
0.39,69738.4,13.75,1.8,39.35,-0.08,6855,19.9,0,-119.73,5.9,26.67,1.38,3090.87,1.21,0,-1.59,214.26,-1.54,13.51,52.1,12387.61,5.33,9320.67,-0.48,13.56,220.57,69230.79,4431.17,1/13/2013 13:17
0.38,69739.61,13.67,2.2,40.8,-0.05,6793.95,20.57,0.2,-119.72,5.55,24,1.37,3089.38,1.2,0,-1.56,214.6,-1.53,13.5,52.08,12386.09,4.8,9348.8,-0.51,13.68,221,69231.99,4445.2,1/13/2013 13:22
0.07,69740.73,13.76,1,40.6,-0.08,6781.26,20.06,0,-119.8,5.77,28,1.26,3087.96,2.57,0,-1.43,218.5,-1.16,13.56,52.02,12384.61,5,9373,-0.46,13.69,223.57,69233.1,4458.4,1/13/2013 13:27
0.67,69741.83,13.88,2.8,40.3,6799.01,-0.05,0,21.27,-118.8,6.91,26,1.19,3086.64,3.21,0,-1.77,221.58,-1.84,13.66,51.74,12383,5,9398,-0.49,13.68,227.17,69234.23,4471.6,1/13/2013 13:32
69743.05,13.87,0.5,2.6,42.72,6776.39,-0.05,0.2,20.63,-115.22,7.18,26,1.14,3085.38,2.03,0,-1.73,222.56,51.91,-2.37,13.6,12381.37,5,9423,-0.48,13.68,228.14,69235.41,4484.6,1/13/2013 13:37
69744.15,13.76,0.35,1.6,43.28,6820.62,-0.07,0.2,20.28,7.23,26,1.14,-113.76,3084.15,2.36,0,-1.54,222.44,52,-2.76,13.57,12379.75,4.8,9447.6,-0.47,13.68,228,69236.54,4497.8,1/13/2013 13:42
69745.26,13.77,0.32,1.4,42.56,6847.3,-0.11,0,20.48,1.12,6.19,26,-111.37,3082.88,221.98,2.04,0,-1.58,51.99,-2.39,13.6,12378.1,5,9472,-0.44,13.66,227.5,4511,69237.65,1/13/2013 13:47
69746.39,13.73,0.24,1,0,6761.12,42.05,-0.07,20.62,1.14,6.48,26,-117.07,3081.6,221.8,1.7,0,-1.44,51.62,-2.1,13.5,12376.46,4.8,9496.4,-0.47,13.68,227,4523.8,69238.76,1/13/2013 13:52
69747.5,13.71,0.51,2.4,0,41.82,-0.09,6947.18,20.76,1,7.2,26,-111.97,3080.34,222.37,2.33,0,-1.6,51.9,-2.7,13.41,12374.87,5,9521,-0.42,13.63,227.17,4537,69239.89,1/13/2013 13:57
69748.69,13.63,0.51,3.6,0,41.79,-0.09,6787.97,21.05,0.95,6.7,26,-116.33,3079.07,1.88,221.97,0,-1.59,52.05,-2.17,13.33,12373.25,4.8,9545.4,-0.44,13.66,227,4550,69241.07,1/13/2013 14:02
69749.81,13.48,0.55,3.8,0,41.95,6991.88,-0.05,20.01,0.92,7.57,27.5,-109.96,3077.84,2.51,222.13,0,-1.9,52.02,-2.76,13.21,12371.7,5,9567.5,-0.47,13.6,227.14,4562,69242.18,1/13/2013 14:07
69750.91,13.42,0.64,3.2,0,6884,42.1,-0.05,20.35,7.66,26,0.92,-110.34,3076.64,2.93,0,-1.77,223.87,-2.39,52.19,13.11,12370.16,5,9590,-0.47,13.58,228,69243.3,4574,1/13/2013 14:12
69752.09,13.31,0.62,3,0,43.23,-0.05,6886.29,21.45,0.91,7.17,26,-104.62,3075.43,2.75,0,-1.7,224.3,51.76,-3,13.08,12368.53,5,9615,-0.47,13.53,229,69244.48,4587,1/13/2013 14:17
69753.22,13.22,0.35,1.4,0,44.42,-0.09,6836.26,20.59,1.04,7.64,28,-112.77,3074.23,223.87,2.31,0,-1.61,51.74,-2.6,13,12366.91,4.8,9639.2,-0.46,13.53,229,69245.58,4600.6,1/13/2013 14:22
13.14,69754.32,0.55,3,0,46.56,-0.07,6896.04,20.33,1,7.67,26,-110.27,3073.04,224.08,2.67,0,-1.5,51.94,-2.87,12.97,12365.3,5,9664,-0.46,13.56,229,69246.7,4613.6,1/13/2013 14:27
13.16,2.8,69755.5,0.49,0,47.4,-0.06,7037.77,20.12,0.95,7.67,26,-110.97,3071.87,2.37,225.37,0,-1.51,51.81,-2.73,12.97,12363.71,5,9689,-0.49,13.53,229.57,69247.87,4626.6,1/13/2013 14:32
4.6,69756.62,13.23,0.83,0,47.75,-0.09,7302.66,19.45,0.9,7.6,28,-88.74,3070.83,3.84,238.2,0,-1.55,52.11,-4.07,13.1,12362.01,5,9714,-0.45,13.44,240.71,69248.98,4640.4,1/13/2013 14:37
5.8,69757.68,13.42,0.93,0,46.92,-0.07,7392.7,18.2,0.78,8.36,28,-77.54,3070.13,4.61,253.27,0,-1.52,51.78,-4.9,13.3,12360.01,5,9739,-0.45,13.22,256,69250.08,4654.2,1/13/2013 14:42
4.4,69758.85,13.55,1.3,46.58,-0.08,0,7303.12,18.36,0.68,7.67,28,-73.9,3069.75,5.2,255.44,0,-1.96,52,-5.5,13.4,12357.89,5,9764,-0.47,13.25,258.43,69251.23,4668.2,1/13/2013 14:47
5,69759.94,13.61,0.97,46.57,-0.07,0,7257.87,19.14,0.56,-71.43,28,8.51,3069.4,254.83,4.84,0,-1.66,52.15,-5.26,13.34,12355.75,5.2,9789.4,-0.45,13.25,258.17,69252.31,4682.2,1/13/2013 14:52
5.6,69761,13.6,0.57,19.45,47.45,-0.1,0,7386.54,0.54,-78.12,28,8.12,3069,253.6,4.67,0,-1.19,51.92,-4.9,13.38,12353.6,5.2,9815.6,-0.42,13.29,257,69253.4,4696.2,1/13/2013 14:57
3.6,69762.1,13.61,0.93,18.93,49.25,-0.09,0,7356.83,0.44,-67.63,9.44,26,3068.61,255.43,5.43,0,-1.47,51.98,-5.63,13.31,12351.52,5.2,9841.8,-0.44,13.25,258,4709.8,69254.47,1/13/2013 15:02
69763.18,13.49,5.75,0.8,18.92,7335.31,47.6,-0.12,0,0.51,-68.24,8.67,28,3068.26,0,5.56,255.3,-1.38,-5.76,52.12,13.2,12349.45,5.2,9868,-0.45,258.33,13.23,69255.56,4723.6,1/13/2013 15:07
69764.33,13.37,1,4,19.46,-0.09,0,7389.02,43.01,0.48,-71.17,9.43,28,3067.92,0,-1.6,4.93,255.17,-5.37,52.14,13.13,12347.38,5,9893,-0.47,258.57,13.22,69256.72,4737.4,1/13/2013 15:12
69765.42,13.25,1.28,4.8,19.09,-0.09,7183.83,0,41.33,0.39,-71.46,9.76,28,3067.54,0,-1.84,5.3,255.14,-5.59,51.82,13.09,12345.28,5,9918,-0.45,13.22,257.86,4751.4,69257.79,1/13/2013 15:17
69766.5,13.2,1.04,6.2,18.88,7293.55,-0.07,0,41.96,28,0.41,-66.63,12.24,3067.2,0,-1.35,5.54,257.22,-5.83,51.89,13.01,12343.25,5,9943,-0.46,13.16,259.33,4765.2,69258.88,1/13/2013 15:22
1.17,69767.64,13.11,5.8,19.37,42.43,7583.73,-0.07,0,28,0.51,-65.18,11.38,3066.9,0,-1.5,5.7,257.53,-6.15,52.11,12.95,12341.18,5,9968,-0.46,13.08,260.71,4779.6,69260.01,1/13/2013 15:27
0.88,69768.72,13.09,6.2,19.45,41.7,-0.07,0,7370.35,28,0.59,-64.36,11.7,3066.62,0,-1.14,5.33,256.96,-5.67,51.94,12.9,12339.12,5,9993,-0.44,13.06,260.29,4793.6,69261.09,1/13/2013 15:32
1.24,69769.79,13.12,6.2,18.4,43.04,-0.01,0,7423.6,28,0.51,-63.74,11.76,3066.32,0,-1.59,5.76,257.13,-6.07,51.85,12.9,12337.01,5,10018,-0.47,13.04,260,4807.6,69262.16,1/13/2013 15:37
1.1,69770.91,13.1,6.6,19.29,44.51,-0.08,0,7298.87,28,0.39,-63.23,14.12,3066.02,0,-1.52,5.07,256.81,-5.4,51.94,12.9,12334.96,5,10043,-0.41,13.07,259.71,4821.6,69263.29,1/13/2013 15:42
1.15,69771.99,13,6,19.11,44.67,-0.05,0,7463.42,11.5,28,0.39,-67.84,3065.71,0,-1.38,5.96,257.17,51.99,-6.27,12.8,12332.93,5,10068,-0.45,13.03,259,4835.6,69264.37,1/13/2013 15:47
69773.06,12.87,1.16,5.6,19.12,42.14,-0.06,0,7410.91,12.87,28,0.28,-58.93,3065.39,0,-1.39,5.55,257.38,51.79,-6.03,12.73,12330.87,5,10093,-0.46,12.97,260,4849.8,69265.42,1/13/2013 15:52
69774.09,12.85,1.1,5.8,19.06,44.14,-0.08,0,7362.9,12.94,30,0.33,-61.9,3065.09,0,-1.16,5.9,258.01,51.9,-6.2,12.7,12328.79,5,10118,-0.45,12.9,260,4864,69266.48,1/13/2013 15:57
69775.15,12.93,1.02,6,19.75,46.95,-0.06,0,7419.19,13.4,28,0.33,-57.47,3064.82,0,-1.28,5.79,257.83,52.15,-6.09,12.8,12326.8,5.2,10143.2,-0.5,13.01,260.33,4878.2,69267.54,1/13/2013 16:02
69776.31,13.01,0.99,6.2,18.69,48.54,-0.07,0,7463.06,14.12,0.26,-62.55,28,3064.53,0,-1.41,6.03,258.21,52.02,-6.47,12.78,12324.77,5,10168.8,-0.45,12.95,260.29,4892.4,69268.67,1/13/2013 16:07
5,69777.35,12.95,1.28,47.73,-0.06,0,7561.84,19.07,13.31,0.15,-60.96,28,3064.25,6.04,0,-1.43,257.91,52.03,-6.37,12.8,12322.84,10193.6,-0.47,4.8,12.98,259.71,69269.74,4906.6,1/13/2013 16:12
4.8,69778.41,12.94,1.38,45.04,-0.05,0,7470.69,19.42,0.23,-51.9,13.81,28,3063.95,5.61,0,-1.49,257.82,51.93,-6,12.71,12320.78,10218,-0.5,5,13.03,259.67,69270.79,4920.8,1/13/2013 16:17
6.4,69779.57,12.81,1.14,43.25,-0.07,0,7367.96,18.61,0.11,-65.47,13.02,30,3063.65,258.2,6.47,0,-1.29,-6.67,12.62,52,12318.75,10243,-0.47,5,12.97,259.86,69271.94,4935,1/13/2013 16:22
4,69780.61,12.79,1.2,42.2,-0.03,0,7447.88,18.48,0.08,-57.81,12.49,28,3063.35,257.91,5.84,0,-1.24,-6.16,12.6,51.87,12316.77,10268,-0.49,5,12.96,259.29,69273.01,4949,1/13/2013 16:27
5.8,69781.68,12.78,1.09,19.5,40.18,-0.09,0,7420.75,0.06,-52.7,14.16,28,3063.03,257.87,5.87,0,-1.54,-6.07,12.6,52.01,12314.74,10293,-0.43,5,12.97,259,69274.04,4963,1/13/2013 16:32
69782.82,12.75,0.79,5.4,19.46,38.39,-0.08,0,7388.56,0.14,-57.55,12.8,28,3062.71,257.81,5.67,0,-1.25,-5.87,12.6,51.52,12312.72,5.2,10318.2,-0.43,12.97,259.43,69275.2,4977.2,1/13/2013 16:37
69783.87,12.72,0.89,5.4,19.22,39.65,-0.11,0,7523.57,0.09,-57.91,14.27,28,3062.4,257.91,0,-1.22,5.5,-5.76,12.6,51.93,12310.74,5.2,10344.4,-0.41,12.96,259.14,69276.24,4991.6,1/13/2013 16:42
69784.95,12.79,0.98,4.2,18.94,41.17,-0.1,0,7435.74,-60.73,0.01,13.56,28,3062.09,0,-1.38,258,5.27,-5.59,12.7,52.12,12308.73,5.2,10370.4,-0.43,13.03,258.83,69277.32,5005.8,1/13/2013 16:47
69785.98,12.83,0.99,7.4,18.86,42.34,-0.1,7622.26,0,-56.5,0.09,14.62,30,3061.77,0,-1.08,258.1,5.47,-5.8,12.62,52.05,12306.7,5.2,10396.4,-0.43,12.93,259.14,69278.38,5020,1/13/2013 16:52
69787.04,12.79,0.81,5.6,18.38,43.99,-0.09,7397.8,0,-54.7,-0.01,14.88,28,3061.45,0,-0.99,258.02,5.3,-5.63,12.6,51.97,12304.76,5,10422,-0.43,12.92,258.67,69279.42,5034.2,1/13/2013 16:57
69788.11,12.73,0.77,6.4,18.93,46.34,-0.08,7498.47,0,-56.14,-0.12,14.43,27.5,3061.13,0,-1.06,258.03,5.47,-5.7,12.6,51.96,12302.87,4.75,10443.75,-0.44,12.93,258.14,69280.49,5046.75,1/13/2013 17:02
69789.15,12.68,0.74,7.2,46.85,19.85,-0.09,7595.5,0,-47.4,-0.23,14.11,28,3060.79,5.71,0,-0.99,258.33,-5.87,12.51,51.87,12300.91,5,10466,-0.44,12.9,257.5,69281.54,5059.6,1/13/2013 17:07
69790.28,12.63,0.88,4.6,45.26,-0.07,0,7759.03,19.24,-0.34,-55.1,15.95,30,3060.45,0,6.4,260.27,-1.11,52.18,-6.8,12.4,12298.91,5,10491,-0.44,12.78,259.86,69282.65,5074,1/13/2013 17:12
69791.33,12.6,0.95,7,44.16,-0.1,0,7579.13,20.35,-57.51,-0.45,14.96,28,3060.17,0,5.51,260.24,-1.15,52,-5.94,12.37,12296.99,5.2,10516.8,-0.43,12.78,259.57,69283.7,5088.6,1/13/2013 17:17
69792.36,12.53,0.88,6.8,40.98,19.86,-0.08,0,7820.1,-52.63,-0.43,16.27,30,3059.87,0,7.36,-1.04,262.18,52.03,-7.69,12.3,12295.02,5,-0.44,10542,12.81,261.5,69284.76,5103,1/13/2013 17:22
69793.49,12.43,0.75,7,36.7,18.99,-0.07,0,7545.19,-53.2,-0.46,13.08,28,3059.63,0,6.43,-1.09,262.19,12.25,51.88,-6.73,12293.02,5,-0.47,10567,261.43,12.82,69285.86,5117.6,1/13/2013 17:27
69794.55,12.3,1.11,5.4,32.97,19.36,-0.07,0,7693.45,-52.14,-0.55,14.7,30,3059.38,0,5.87,-1.34,261.91,12.13,52.05,-6.1,12291.11,5,10592,-0.46,260.57,12.75,69286.92,5132,1/13/2013 17:32
69795.57,12.23,1.11,6.6,29.77,19.09,-0.09,0,7557.05,-45.33,-0.51,14.96,28,3059.11,0,5.56,-1.34,261.78,12.1,51.84,-5.84,12289.17,5,10617,-0.43,260.67,12.74,69287.96,5146.2,1/13/2013 17:37
69796.7,12.18,0.87,6.2,29.01,7641.58,19.67,-0.08,0,-53.1,-0.66,15.12,28,3058.82,0,6.2,-1.48,257.69,12.05,52.2,-6.5,12287.24,5,10642,-0.44,257.29,12.81,69289.07,5160.8,1/13/2013 17:42
69797.76,12.34,0.92,3.4,27.56,7460.39,19.75,-0.11,0,-0.75,-58.73,11.34,30,3058.3,0,4.6,-1.29,249.37,12.19,51.99,-4.94,12285.4,5,10667,-0.43,247.17,12.96,69290.13,5175,1/13/2013 17:47
69798.79,12.39,0.7,4.4,26.56,7664.11,18.3,-0.11,0,-0.83,-59.48,13.55,28,3057.64,0,4.88,-0.98,250.51,12.2,52.09,-5.08,12283.55,5,10692,-0.42,247.14,12.96,69291.18,5189.4,1/13/2013 17:52
69799.86,12.33,1.22,3.4,26.74,-0.12,7574.34,0,19.37,-0.9,-58.01,13.17,28,3057.01,0,5.27,-1.68,251.79,12.2,52,-5.57,12281.7,5,10717,-0.42,12.92,248.86,69292.25,5203.8,1/13/2013 17:57
69800.93,12.38,1.14,5.75,27.12,-0.1,7429.95,0,18.82,-0.94,-59.43,11.46,30,3056.41,0,5.64,-1.66,251.97,12.2,51.79,-5.94,12279.9,5,10742,-0.4,13.02,248.67,69293.29,5218,1/13/2013 18:02
69802.05,12.39,0.98,4.4,18.94,27.48,-0.13,7468.76,0,-1.03,-60.3,13.77,28,3055.82,0,5.73,252.09,-1.31,51.7,-6.03,12.17,12278.13,5,10767,-0.42,248.43,12.94,69294.44,5232,1/13/2013 18:07
4.4,1.06,69803.11,12.33,-0.12,0,19.73,28.13,7560.92,-1.03,-52.99,14.4,28,3055.21,-1.41,252.17,5.66,0,51.88,-5.94,12.1,12276.31,-0.41,5,10792,248.43,12.87,5246.2,69295.5,1/13/2013 18:12
5.8,0.73,69804.17,12.37,-0.11,0,7635.51,19.38,27.3,-1.14,-54.63,14.57,28,3054.57,-1.26,251.62,5.1,0,51.86,-5.4,12.26,12274.48,-0.45,5,10817,246.83,12.85,5260.6,69296.54,1/13/2013 18:17
0.94,4.4,69805.28,12.48,-0.07,0,7648.29,18.91,26.63,-1.25,-58.42,13.48,30,3053.9,-1.45,251.94,5.47,0,51.91,-5.77,12.3,12272.64,-0.45,5,10842,246.86,12.93,5275,69297.66,1/13/2013 18:22
1.07,4.8,69806.34,12.41,-0.08,0,7479.52,18.89,25.93,-1.37,-56.56,14.5,28,3053.24,-1.43,252.14,5.69,0,51.97,12.26,-5.89,12270.82,-0.42,5.2,10867.6,246.43,12.92,5289.2,69298.72,1/13/2013 18:27
1.03,4.2,69807.4,12.27,-0.12,0,7312.96,18.36,23.79,-1.51,-53.74,14.67,28,3052.56,-1.49,252.27,0,6.26,51.85,11.96,-6.4,12269.01,-0.41,5.2,10893.8,246,12.89,5303.6,69299.79,1/13/2013 18:32
