DISPANCESLR, INCLINOMETERYMAX, INCLINOMETERYZC, GROUNDSPEED, DEPTH, INCLINOMETERXZC, MEPOWER, METORQUE, INCLINOMETERXMAX, TRANSVERSEGROUNDSPEED, WINDANGLE, WINDSPEED, MEFOFLOW, DEPTHOFFSET, INCLINOMETERYMIN, COMMANDEDRUDDERANGLE, VESSELHEAD, LATITUDE, MERPM, RUDDERANGLE, SPEEDKNOTS, LONGTITUDE, INCLINOMETERXMIN, GEFOTOTALVOLUME, GEFOFLOW, WATERSPEED, TRACKDEGREES, MEFOTOTALVOLUME, TOTALACCUMULATEDDISTANCE, TIMESTAMP
16.66,83510.18,0,-0.08,-0.02,20.11,7923.75,0.2,28,-342.81,10.4,-0.27,575.22,0.66,-1,87.77,-1.03,52.7,12.71,8164.76,375732,6,-0.31,83.67,12.79,83002.59,230947.6,221903.4,198006.4,3/10/2013 13:12
16.66,83511.22,0.2,0.01,0,19.96,7979.49,0,28,-339.68,9.93,-0.27,575.4,0.63,-1.03,87.8,-0.93,52.77,12.7,8166.53,375762,6,-0.32,84,12.71,83003.62,230961.6,221903.4,198006.4,3/10/2013 13:17
16.66,83512.26,0,-0.11,-0.03,20.12,7966.33,0,27.5,-338.77,10.23,-0.27,575.6,0.37,-1.03,87.59,-0.69,52.74,12.7,8168.29,5.75,375788.25,-0.3,83,12.77,83004.64,230974.25,221903.4,198006.4,3/10/2013 13:22
16.66,83513.3,0,-0.07,19.8,7932.76,-0.01,0.2,28,-339.84,10.13,-0.27,575.78,0.76,-1.1,88.03,-1.03,52.8,12.64,8170.04,5.8,375814.6,-0.32,83.67,12.68,83005.68,230986.8,221903.4,198006.4,3/10/2013 13:27
16.66,83514.42,0.6,0.15,18.97,7635.23,-0.01,0,28,-331,9.77,-0.27,575.93,1.17,-1.02,92.01,-1.45,52.07,12.52,8171.75,5.8,375843.6,-0.32,86.71,12.67,83006.8,231000.6,221903.4,198006.4,3/10/2013 13:32
16.66,83515.45,0,-0.19,18.85,7524.77,-0.01,0.2,26,-342.01,10.03,-0.27,575.98,0.64,-1.25,90.93,-0.33,51.77,12.3,8173.42,5.8,375872.6,-0.33,86.71,12.55,83007.84,231013.6,221903.4,198006.4,3/10/2013 13:37
16.66,83516.48,0,-0.09,19.07,7575.26,-0.02,0.2,26,-342.57,10.54,-0.27,576.07,0.37,-1.03,90.85,-0.73,51.85,12.21,8175.14,5.8,375901.6,-0.29,86.33,12.49,83008.86,231026.8,221903.4,198006.4,3/10/2013 13:42
16.66,83517.58,0.2,-0.02,19,7589.06,-0.03,0,28,-342.67,9.85,-0.27,576.17,0.4,-1,90.96,-0.77,51.82,12.23,8176.85,6,375931,-0.32,86,12.47,83009.95,231040.4,221903.4,198006.4,3/10/2013 13:47
16.66,83518.59,-0.05,0,19.85,7591.04,-0.01,0,26,-344.12,10.27,-0.27,576.26,0.23,-1.1,90.6,-0.37,51.93,12.2,8178.44,6,375960.4,-0.33,86,12.52,83010.96,231053.4,221903.4,198006.4,3/10/2013 13:52
16.66,83519.51,-0.06,0,19.06,7644.89,-0.01,0,26,-339.43,9.13,-0.27,576.37,0.46,-1.05,91.11,-0.76,51.93,12.2,8180.11,6,375991,-0.34,86.43,12.49,83011.9,231066.6,221903.4,198006.4,3/10/2013 13:57
16.66,83520.52,-0.08,0,19.09,7572.41,-0.03,0,26,-337.23,9.07,-0.27,576.46,0.46,-1,90.78,-0.59,51.77,12.21,8181.85,5.8,376020,-0.3,86,12.46,83012.92,231080,221903.4,198006.4,3/10/2013 14:02
-0.05,16.66,0.6,83521.63,-0.02,7568.73,18.7,0,-0.27,28,-342.38,8.98,576.55,-1.03,91.6,0.93,12.2,51.88,-1.13,8183.57,5.8,376049.2,-0.32,12.55,86.86,231093.4,83014.03,221903.4,198006.4,3/10/2013 14:07
-0.12,16.66,0,83522.66,-0.01,7567.26,19.18,0,-0.27,26,-341.94,8.7,576.63,-1.07,90.84,0.29,12.23,51.95,-0.64,8185.23,5.6,376077.8,-0.32,12.46,87,231106.4,83015.05,221903.4,198006.4,3/10/2013 14:12
-0.08,16.66,0.2,83523.67,-0.01,7646.82,19.18,0,-0.27,8.9,26,-340.15,576.73,-0.96,91.25,0.87,12.3,51.88,-1.07,8186.95,6,376107,-0.31,12.43,86.83,231119.6,83016.07,221903.4,198006.4,3/10/2013 14:17
-0.11,16.66,0,83524.69,-0.01,7590.26,18.79,0.2,-0.27,8.93,26,-336.04,576.81,-1.02,90.99,0.51,-0.81,12.39,51.87,8188.7,5.8,376136,-0.33,12.54,86.86,231133,83017.09,221903.4,198006.4,3/10/2013 14:22
-0.1,16.66,0,83525.72,-0.03,7575.26,0,19.14,-0.27,9.31,28,-343.99,576.9,-1.06,90.67,0.31,-0.64,12.37,51.9,8190.42,5.8,376165,-0.3,12.49,86.17,231146.4,83018.08,221903.4,198006.4,3/10/2013 14:27
